0	1.5
0.01	1.51999967
0.02	1.53999733
0.03	1.559991
0.04	1.57997867
0.05	1.59995834
0.06	1.61992801
0.07	1.63988569
0.08	1.65982939
0.09	1.6797571
0.1	1.69966683
0.11	1.7195566
0.12	1.73942441
0.13	1.75926829
0.14	1.77908623
0.15	1.79887626
0.16	1.81863641
0.17	1.8383647
0.18	1.85805915
0.19	1.87771779
0.2	1.89733866
0.21	1.9169198
0.22	1.93645925
0.23	1.95595505
0.24	1.97540525
0.25	1.99480792
0.26	2.0141611
0.27	2.03346287
0.28	2.0527113
0.29	2.07190445
0.3	2.09104041
0.31	2.11011727
0.32	2.12913312
0.33	2.14808606
0.34	2.16697418
0.35	2.18579561
0.36	2.20454847
0.37	2.22323086
0.38	2.24184094
0.39	2.26037683
0.4	2.27883668
0.41	2.29721866
0.42	2.31552091
0.43	2.3337416
0.44	2.35187893
0.45	2.36993107
0.46	2.38789621
0.47	2.40577257
0.48	2.42355835
0.49	2.44125178
0.5	2.45885108
0.51	2.47635449
0.52	2.49376028
0.53	2.51106668
0.54	2.52827198
0.55	2.54537446
0.56	2.5623724
0.57	2.5792641
0.58	2.59604787
0.59	2.61272205
0.6	2.62928495
0.61	2.64573492
0.62	2.66207032
0.63	2.67828952
0.64	2.69439088
0.65	2.71037281
0.66	2.7262337
0.67	2.74197197
0.68	2.75758605
0.69	2.77307436
0.7	2.78843537
0.71	2.80366754
0.72	2.81876934
0.73	2.83373927
0.74	2.84857582
0.75	2.86327752
0.76	2.87784289
0.77	2.89227048
0.78	2.90655884
0.79	2.92070654
0.8	2.93471218
0.81	2.94857435
0.82	2.96229166
0.83	2.97586274
0.84	2.98928624
0.85	3.00256081
0.86	3.01568513
0.87	3.02865787
0.88	3.04147776
0.89	3.0541435
0.9	3.06665382
0.91	3.07900748
0.92	3.09120324
0.93	3.10323988
0.94	3.1151162
0.95	3.12683101
0.96	3.13838314
0.97	3.14977143
0.98	3.16099474
0.99	3.17205196
1	3.18294197
1.01	3.19366369
1.02	3.20421604
1.03	3.21459798
1.04	3.22480845
1.05	3.23484645
1.06	3.24471096
1.07	3.25440101
1.08	3.26391561
1.09	3.27325383
1.1	3.28241472
1.11	3.29139737
1.12	3.30020088
1.13	3.30882438
1.14	3.31726699
1.15	3.32552788
1.16	3.33360622
1.17	3.3415012
1.18	3.34921202
1.19	3.35673793
1.2	3.36407817
1.21	3.371232
1.22	3.37819871
1.23	3.3849776
1.24	3.391568
1.25	3.39796924
1.26	3.40418068
1.27	3.41020171
1.28	3.41603172
1.29	3.42167013
1.3	3.42711637
1.31	3.4323699
1.32	3.4374302
1.33	3.44229676
1.34	3.44696908
1.35	3.45144672
1.36	3.4557292
1.37	3.45981612
1.38	3.46370706
1.39	3.46740163
1.4	3.47089946
1.41	3.4742002
1.42	3.47730353
1.43	3.48020912
1.44	3.4829167
1.45	3.48542598
1.46	3.48773673
1.47	3.4898487
1.48	3.49176169
1.49	3.4934755
1.5	3.49498997
1.51	3.49630494
1.52	3.49742029
1.53	3.49833589
1.54	3.49905166
1.55	3.49956753
1.56	3.49988344
1.57	3.49999937
1.58	3.49991529
1.59	3.49963123
1.6	3.49914721
1.61	3.49846327
1.62	3.49757949
1.63	3.49649595
1.64	3.49521276
1.65	3.49373006
1.66	3.49204798
1.67	3.4901667
1.68	3.4880864
1.69	3.4858073
1.7	3.48332962
1.71	3.48065361
1.72	3.47777953
1.73	3.47470768
1.74	3.47143836
1.75	3.46797189
1.76	3.46430863
1.77	3.46044895
1.78	3.45639321
1.79	3.45214184
1.8	3.44769526
1.81	3.44305391
1.82	3.43821826
1.83	3.43318878
1.84	3.42796599
1.85	3.42255041
1.86	3.41694257
1.87	3.41114303
1.88	3.40515239
1.89	3.39897123
1.9	3.39260018
1.91	3.38603986
1.92	3.37929095
1.93	3.3723541
1.94	3.36523003
1.95	3.35791943
1.96	3.35042304
1.97	3.34274161
1.98	3.33487591
1.99	3.32682672
2	3.31859485
2.01	3.31018113
2.02	3.30158638
2.03	3.29281148
2.04	3.2838573
2.05	3.27472474
2.06	3.2654147
2.07	3.25592813
2.08	3.24626596
2.09	3.23642917
2.1	3.22641873
2.11	3.21623566
2.12	3.20588096
2.13	3.19535568
2.14	3.18466086
2.15	3.17379758
2.16	3.16276692
2.17	3.15156999
2.18	3.1402079
2.19	3.12868178
2.2	3.11699281
2.21	3.10514213
2.22	3.09313094
2.23	3.08096044
2.24	3.06863185
2.25	3.05614639
2.26	3.04350532
2.27	3.03070991
2.28	3.01776142
2.29	3.00466115
2.3	2.99141042
2.31	2.97801056
2.32	2.96446289
2.33	2.95076877
2.34	2.93692959
2.35	2.92294671
2.36	2.90882153
2.37	2.89455548
2.38	2.88014997
2.39	2.86560644
2.4	2.85092636
2.41	2.83611119
2.42	2.8211624
2.43	2.8060815
2.44	2.79087
2.45	2.7755294
2.46	2.76006126
2.47	2.74446711
2.48	2.72874852
2.49	2.71290705
2.5	2.69694429
2.51	2.68086184
2.52	2.6646613
2.53	2.6483443
2.54	2.63191246
2.55	2.61536743
2.56	2.59871087
2.57	2.58194444
2.58	2.56506982
2.59	2.54808868
2.6	2.53100274
2.61	2.5138137
2.62	2.49652328
2.63	2.47913321
2.64	2.46164523
2.65	2.44406108
2.66	2.42638253
2.67	2.40861134
2.68	2.39074929
2.69	2.37279816
2.7	2.35475976
2.71	2.33663588
2.72	2.31842834
2.73	2.30013896
2.74	2.28176956
2.75	2.26332198
2.76	2.24479808
2.77	2.22619969
2.78	2.20752869
2.79	2.18878693
2.8	2.1699763
2.81	2.15109867
2.82	2.13215593
2.83	2.11314997
2.84	2.0940827
2.85	2.07495602
2.86	2.05577185
2.87	2.0365321
2.88	2.0172387
2.89	1.99789357
2.9	1.97849866
2.91	1.95905589
2.92	1.93956722
2.93	1.9200346
2.94	1.90045997
2.95	1.88084529
2.96	1.86119254
2.97	1.84150366
2.98	1.82178063
2.99	1.80202542
3	1.78224002
3.01	1.76242638
3.02	1.74258651
3.03	1.72272238
3.04	1.70283597
3.05	1.68292928
3.06	1.6630043
3.07	1.64306302
3.08	1.62310743
3.09	1.60313954
3.1	1.58316132
3.11	1.5631748
3.12	1.54318195
3.13	1.52318479
3.14	1.50318531
3.15	1.48318551
3.16	1.46318739
3.17	1.44319295
3.18	1.42320419
3.19	1.40322311
3.2	1.38325171
3.21	1.36329199
3.22	1.34334593
3.23	1.32341554
3.24	1.30350281
3.25	1.28360973
3.26	1.26373829
3.27	1.24389047
3.28	1.22406827
3.29	1.20427365
3.3	1.18450861
3.31	1.16477512
3.32	1.14507515
3.33	1.12541067
3.34	1.10578365
3.35	1.08619606
3.36	1.06664984
3.37	1.04714696
3.38	1.02768936
3.39	1.00827899
3.4	0.988917796
3.41	0.969607708
3.42	0.950350659
3.43	0.931148575
3.44	0.912003375
3.45	0.892916975
3.46	0.873891282
3.47	0.854928199
3.48	0.836029624
3.49	0.817197444
3.5	0.798433545
3.51	0.779739801
3.52	0.761118083
3.53	0.742570252
3.54	0.724098164
3.55	0.705703665
3.56	0.687388596
3.57	0.669154786
3.58	0.651004061
3.59	0.632938234
3.6	0.614959113
3.61	0.597068496
3.62	0.57926817
3.63	0.561559917
3.64	0.543945508
3.65	0.526426703
3.66	0.509005254
3.67	0.491682904
3.68	0.474461385
3.69	0.457342419
3.7	0.440327718
3.71	0.423418983
3.72	0.406617906
3.73	0.389926166
3.74	0.373345432
3.75	0.356877363
3.76	0.340523605
3.77	0.324285793
3.78	0.308165552
3.79	0.292164494
3.8	0.276284218
3.81	0.260526313
3.82	0.244892354
3.83	0.229383905
3.84	0.214002516
3.85	0.198749726
3.86	0.18362706
3.87	0.16863603
3.88	0.153778135
3.89	0.139054862
3.9	0.124467682
3.91	0.110018054
3.92	0.095707423
3.93	0.08153722
3.94	0.067508862
3.95	0.053623752
3.96	0.039883278
3.97	0.026288815
3.98	0.012841722
3.99	-0.000456656
4	-0.013604991
4.01	-0.026601966
4.02	-0.039446282
4.03	-0.052136654
4.04	-0.064671815
4.05	-0.077050509
4.06	-0.0892715
4.07	-0.101333564
4.08	-0.113235497
4.09	-0.124976108
4.1	-0.136554222
4.11	-0.147968682
4.12	-0.159218347
4.13	-0.170302092
4.14	-0.181218807
4.15	-0.191967402
4.16	-0.202546802
4.17	-0.212955948
4.18	-0.223193801
4.19	-0.233259335
4.2	-0.243151545
4.21	-0.252869441
4.22	-0.262412052
4.23	-0.271778423
4.24	-0.280967617
4.25	-0.289978716
4.26	-0.298810819
4.27	-0.307463043
4.28	-0.315934521
4.29	-0.324224408
4.3	-0.332331873
4.31	-0.340256108
4.32	-0.347996317
4.33	-0.355551729
4.34	-0.362921588
4.35	-0.370105155
4.36	-0.377101714
4.37	-0.383910564
4.38	-0.390531024
4.39	-0.396962433
4.4	-0.403204148
4.41	-0.409255543
4.42	-0.415116015
4.43	-0.420784976
4.44	-0.426261861
4.45	-0.431546121
4.46	-0.436637228
4.47	-0.441534673
4.48	-0.446237966
4.49	-0.450746637
4.5	-0.455060235
4.51	-0.459178329
4.52	-0.463100506
4.53	-0.466826375
4.54	-0.470355563
4.55	-0.473687717
4.56	-0.476822504
4.57	-0.47975961
4.58	-0.482498742
4.59	-0.485039626
4.6	-0.487382007
4.61	-0.489525652
4.62	-0.491470346
4.63	-0.493215895
4.64	-0.494762123
4.65	-0.496108878
4.66	-0.497256022
4.67	-0.498203443
4.68	-0.498951046
4.69	-0.499498754
4.7	-0.499846515
4.71	-0.499994293
4.72	-0.499942073
4.73	-0.49968986
4.74	-0.49923768
4.75	-0.498585578
4.76	-0.497733619
4.77	-0.496681888
4.78	-0.495430491
4.79	-0.493979553
4.8	-0.492329218
4.81	-0.490479652
4.82	-0.488431039
4.83	-0.486183585
4.84	-0.483737515
4.85	-0.481093072
4.86	-0.478250522
4.87	-0.475210148
4.88	-0.471972255
4.89	-0.468537166
4.9	-0.464905225
4.91	-0.461076796
4.92	-0.45705226
4.93	-0.452832021
4.94	-0.4484165
4.95	-0.443806139
4.96	-0.439001399
4.97	-0.43400276
4.98	-0.428810723
4.99	-0.423425807
5	-0.417848549
5.01	-0.412079509
5.02	-0.406119261
5.03	-0.399968404
5.04	-0.393627551
5.05	-0.387097337
5.06	-0.380378415
5.07	-0.373471457
5.08	-0.366377153
5.09	-0.359096213
5.1	-0.351629365
5.11	-0.343977355
5.12	-0.336140949
5.13	-0.328120931
5.14	-0.319918102
5.15	-0.311533283
5.16	-0.302967312
5.17	-0.294221046
5.18	-0.285295359
5.19	-0.276191144
5.2	-0.266909311
5.21	-0.257450789
5.22	-0.247816524
5.23	-0.238007478
5.24	-0.228024633
5.25	-0.217868987
5.26	-0.207541555
5.27	-0.197043371
5.28	-0.186375484
5.29	-0.17553896
5.3	-0.164534884
5.31	-0.153364356
5.32	-0.142028493
5.33	-0.130528429
5.34	-0.118865313
5.35	-0.107040312
5.36	-0.095054608
5.37	-0.0829094
5.38	-0.070605902
5.39	-0.058145345
5.4	-0.045528975
5.41	-0.032758053
5.42	-0.019833857
5.43	-0.006757679
5.44	0.006469174
5.45	0.019845379
5.46	0.033369598
5.47	0.047040479
5.48	0.060856654
5.49	0.074816743
5.5	0.088919349
5.51	0.103163062
5.52	0.117546457
5.53	0.132068096
5.54	0.146726528
5.55	0.161520285
5.56	0.17644789
5.57	0.191507849
5.58	0.206698655
5.59	0.222018791
5.6	0.237466724
5.61	0.253040909
5.62	0.268739789
5.63	0.284561795
5.64	0.300505342
5.65	0.316568839
5.66	0.332750677
5.67	0.34904924
5.68	0.365462896
5.69	0.381990005
5.7	0.398628915
5.71	0.41537796
5.72	0.432235467
5.73	0.44919975
5.74	0.466269111
5.75	0.483441845
5.76	0.500716234
5.77	0.51809055
5.78	0.535563057
5.79	0.553132006
5.8	0.570795641
5.81	0.588552196
5.82	0.606399895
5.83	0.624336953
5.84	0.642361577
5.85	0.660471964
5.86	0.678666303
5.87	0.696942775
